,word,count,len
4029,ejectment,1,9
4030,surrenders,1,10
4031,aspect,5,6
4032,wifes,3,5
4033,sprang,3,6
4034,nap,1,3
4035,trespasser,1,10
4036,4,1,1
4037,grip,1,4
4038,reddened,1,8
4039,moreover,1,8
4040,grim,1,4
4041,terrorize,1,9
4042,ruimari,1,7
4043,lightning,5,9
4044,chamber,1,7
4045,miraculous,1,10
4046,either,14,6
4047,robbery,4,7
4048,served,7,6
4049,passionate,4,10
4050,robbers,4,7
4051,[1],1,3
4052,fulfil,2,6
4053,maids,2,5
4054,doll,2,4
4055,imprisonment,1,12
4056,images,1,6
4057,gramophone,2,10
4058,gross,3,5
4059,prasad,3,6
4060,calculating,1,11
4061,colonial,1,8
4062,escort,2,6
4063,gladden,1,7
4064,moderate,1,8
4065,knife,3,5
4066,fitful,2,6
4067,thefts,2,6
4068,intrude,1,7
4069,broken,12,6
4070,bravado,1,7
4071,drums,1,5
4072,opium,1,5
4073,contagion,2,9
4074,roar,4,4
4075,smear,3,5
4076,violence,4,8
4077,thrive,1,6
4078,practical,1,9
4079,helpmate,2,8
4080,pockets,2,7
4081,roam,1,4
4082,mixed,1,5
4083,metaphors,1,9
4084,fallacy,1,7
4085,wilds,1,5
4086,lands,1,5
4087,fertile,1,7
4088,fettering,1,9
4089,spreading,3,9
4090,blessed,1,7
4091,harness,1,7
4092,distracted,1,10
4093,lions,1,5
4094,matinée,1,7
4095,pretends,1,8
4096,deepened,3,8
4097,lodgings,1,8
4098,strikes,3,7
4099,wiping,1,6
4100,intoxication,7,12
4101,arranged,3,8
4102,romantic,2,8
4103,powerless,1,9
4104,affection,4,9
4105,deer,2,4
4106,deep,10,4
4107,fellow,7,6
4108,imagination,6,11
4109,grasped,1,7
4110,lifetime,2,8
4111,deed,1,4
4112,fill,6,4
4113,selfish,2,7
4114,graveyard,1,9
4115,sufferings,2,10
4116,repent,1,6
4117,field,3,5
4118,fruitless,1,9
4119,treacheries,1,11
4120,shelter,6,7
4121,important,3,9
4122,boons,1,5
4123,remote,2,6
4124,recklessness,1,12
4125,resembles,1,9
4126,husky,1,5
4127,starting,2,8
4128,caste,3,5
4129,colleges,1,8
4130,forget,18,6
4131,suns,1,4
4132,forbidden,1,9
4133,worms,2,5
4134,founded,1,7
4135,sunk,2,4
4136,talks,7,5
4137,expressions,1,11
4138,allowances,1,10
4139,plodding,1,8
4140,[11],1,4
4141,enjoying,1,8
4142,hideous,2,7
4143,straightforward,1,15
4144,sitting,27,7
4145,overdone,1,8
4146,heavenly,1,8
4147,fall,13,4
4148,difference,5,10
4149,washing,1,7
4150,mothers,5,7
4151,infatuation,6,11
4152,bespattered,1,11
4153,preposterous,1,12
4154,strung,1,6
4155,titles,1,6
4156,ribbon,2,6
4157,creatures,5,9
4158,maratha,1,7
4159,defence,2,7
4160,stood,24,5
4161,sweetly,2,7
4162,stoop,1,5
4163,prostrated,3,10
4164,tribute,2,7
4165,everlasting,1,11
4166,public,5,6
4167,movement,7,8
4168,untroubled,1,10
4169,ranged,2,6
4170,twang,1,5
4171,forefinger,1,10
4172,favourable,1,10
4173,unheeded,1,8
4174,mourning,1,8
4175,speeches,1,8
4176,lucknow,1,7
4177,gleams,1,6
4178,misery,3,6
4179,narrow,5,6
4180,misers,1,6
4181,whimsical,1,9
4182,cowardly,4,8
4183,africa,1,6
4184,sanction,2,8
4185,extinction,1,10
4186,memos,1,5
4187,shareholders,1,12
4188,eye,5,3
4189,nothings,1,8
4190,distinct,5,8
4191,destination,1,11
4192,two,28,3
4193,devotees,1,8
4194,restraints,1,10
4195,pawing,1,6
4196,diamond,2,7
4197,handsomely,1,10
4198,purse,2,5
4199,particular,7,10
4200,sleeping,1,8
4201,town,2,4
4202,none,17,4
4203,dewali,1,6
4204,middle,1,6
4205,recall,1,6
4206,dew,1,3
4207,guards,3,6
4208,remain,22,6
4209,escorted,1,8
4210,dazed,1,5
4211,abandon,1,7
4212,marble,2,6
4213,purchases,1,9
4214,gravely,4,7
4215,share,7,5
4216,biography,1,9
4217,siren,1,5
4218,awkward,4,7
4219,comfort,3,7
4220,pressing,2,8
4221,sacred,5,6
4222,stir,2,4
4223,slackening,1,10
4224,creaks,1,6
4225,advice,6,6
4226,blood,21,5
4227,faculty,1,7
4228,bloom,3,5
4229,response,2,8
4230,coax,2,4
4231,blunder,2,7
4232,deserted,3,8
4233,coal,1,4
4234,responsibility,6,14
4235,pleasure,7,8
4236,playing,6,7
4237,stains,2,6
4238,appeals,2,7
4239,through,1,7
4240,existence,7,9
4241,suffer,6,6
4242,24,1,2
4243,25,1,2
4244,26,1,2
4245,27,1,2
4246,pens,2,4
4247,21,1,2
4248,22,1,2
4249,23,1,2
4250,energies,1,8
4251,28,1,2
4252,bosom,8,5
4253,late,20,4
4254,detected,2,8
4255,triumphantly,1,12
4256,hurting,2,7
4257,good,57,4
4258,disrespectful,1,13
4259,seeking,1,7
4260,lovably,1,7
4261,detour,1,6
4262,walls,7,5
4263,compound,1,8
4264,complain,3,8
4265,association,1,11
4266,mystery,6,7
4267,easily,6,6
4268,ashes,13,5
4269,token,1,5
4270,boisterous,1,10
4271,repeating,2,9
4272,meshes,1,6
4273,harm,9,4
4274,everyone,2,8
4275,desirability,1,12
4276,fish,6,4
4277,hard,12,4
4278,idea,23,4
4279,champing,1,8
4280,extended,1,8
4281,countrymen,5,10
4282,ripple,1,6
4283,seniority,1,9
4284,harp,2,4
4285,uninvited,1,9
4286,childish,2,8
4287,throes,1,6
4288,acting,1,6
4289,flowed,1,6
4290,avenge,1,6
4291,circumstance,2,12
4292,nibaran,1,7
4293,bulls,1,5
4294,extraordinary,5,13
4295,contrivance,1,11
4296,unswervingly,1,12
4297,beginning,5,9
4298,blossoming,3,10
4299,audacity,1,8
4300,[3],1,3
4301,embraces,1,8
4302,dont,37,4
4303,juncture,2,8
4304,utilized,1,8
4305,done,29,4
4306,wages,5,5
4307,englishwomans,1,13
4308,twenty,7,6
4309,entreated,3,9
4310,least,13,5
4311,paint,1,5
4312,pains,3,5
4313,compartment,1,11
4314,tremblings,1,10
4315,part,17,4
4316,drunkenness,2,11
4317,upshot,1,6
4318,obstructed,1,10
4319,believe,22,7
4320,unpardonable,1,12
4321,stirs,1,5
4322,rebound,1,7
4323,ogress,1,6
4324,gotten,1,6
4325,youth,5,5
4326,contrary,2,8
4327,supposed,3,8
4328,treated,2,7
4329,declare,2,7
4330,swerve,1,6
4331,trifles,1,7
4332,curtains,1,8
4333,ages,4,4
4334,flitted,1,7
4335,aged,1,4
4336,orders,6,6
4337,paths,1,5
4338,built,6,5
4339,flared,2,6
4340,dancing,3,7
4341,majority,1,8
4342,build,5,5
4343,province,1,8
4344,flute,9,5
4345,unceremoniously,1,15
4346,depths,10,6
4347,charm,4,5
4348,shawls,3,6
4349,extremely,2,9
4350,branching,1,9
4351,feasting,3,8
4352,cramped,1,7
4353,reflections,3,11
4354,pennant,1,7
4355,weigh,1,5
4356,joining,1,7
4357,weavers,1,7
4358,particularly,1,12
4359,wailing,1,7
4360,scattered,8,9
4361,carefully,5,9
4362,fine,4,4
4363,find,49,4
4364,nervous,1,7
4365,ruin,8,4
4366,worthy,2,6
4367,spitefully,1,10
4368,chimed,1,6
4369,8,1,1
4370,merged,1,6
4371,weve,1,4
4372,silt,1,4
4373,express,4,7
4374,ferret,1,6
4375,courage,4,7
4376,breast,13,6
4377,theft,10,5
4378,silk,2,4
4379,resolve,2,7
4380,remove,3,6
4381,common,4,6
4382,brooked,1,7
4383,severing,1,8
4384,woollens,1,8
4385,devils,1,6
4386,lion,2,4
4387,individual,6,10
4388,manly,1,5
4389,surrendered,1,11
4390,tender,4,6
4391,forthcoming,1,11
4392,hole,1,4
4393,feared,2,6
4394,[13],1,4
4395,enveloped,1,9
4396,degree,4,6
4397,expert,1,6
4398,please,11,6
4399,unmistakably,1,12
4400,distraught,1,10
4401,burned,1,6
4402,historical,1,10
4403,masterful,1,9
4404,lightness,1,9
4405,solely,1,6
4406,[28],1,4
4407,annual,1,6
4408,foreign,24,7
4409,cakes,14,5
4410,danced,1,6
4411,point,25,5
4412,simple,13,6
4413,ravages,1,7
4414,smother,1,7
4415,dances,2,6
4416,simply,22,6
4417,unsuccessful,2,12
4418,asserted,1,8
4419,supple,1,6
4420,expensive,1,9
4421,weaving,2,7
4422,raise,5,5
4423,create,6,6
4424,secret,6,6
4425,dropping,1,8
4426,meeting,8,7
4427,blurting,1,8
4428,gas,1,3
4429,cruelty,5,7
4430,gap,3,3
4431,misgive,1,7
4432,understand,26,10
4433,unnecessarily,1,13
4434,classifications,1,15
4435,solid,2,5
4436,tolerate,1,8
4437,replaced,2,8
4438,rigour,2,6
4439,sobs,1,4
4440,fun,1,3
4441,century,2,7
4442,metre,3,5
4443,astound,1,7
4444,decoration,1,10
4445,benign,1,6
4446,discourse,1,9
4447,complaints,1,10
4448,bristle,1,7
4449,lenient,1,7
4450,powerlessness,1,13
4451,keys,5,4
4452,expressiveness,1,14
4453,husbands,37,8
4454,moment,50,6
4455,purpose,12,7
4456,realm,1,5
4457,task,4,4
4458,spent,11,5
4459,withdraw,1,8
4460,landmark,1,8
4461,entry,3,5
4462,spend,2,5
4463,alluring,3,8
4464,bauhinias,1,9
4465,shape,10,5
4466,openly,5,6
4467,miserliness,1,11
4468,injuries,1,8
4469,discipline,1,10
4470,superficial,1,11
4471,cut,8,3
4472,cur,1,3
4473,cup,7,3
4474,source,2,6
4475,cue,1,3
4476,cud,1,3
4477,deliberately,4,12
4478,snap,1,4
4479,bridal,2,6
4480,excited,3,7
4481,bin,1,3
4482,womanly,2,7
4483,big,10,3
4484,bid,1,3
4485,jerked,1,6
4486,judgement,3,9
4487,smallness,1,9
4488,foreigners,2,10
4489,bit,6,3
4490,vapour,1,6
4491,forcefulness,1,12
4492,surging,2,7
4493,mediocrity,1,10
4494,foolish,1,7
4495,often,20,5
4496,absolutely,5,10
4497,obliged,1,7
4498,back,92,4
4499,strongest,1,9
4500,triumphing,1,10
4501,ornaments,13,9
4502,mirror,5,6
4503,scale,1,5
4504,pet,1,3
4505,decision,1,8
4506,per,4,3
4507,pen,3,3
4508,connecting,1,10
4509,epic,1,4
4510,laughing,2,8
4511,patient,1,7
4512,remembered,1,10
4513,fed,1,3
4514,goods,9,5
4515,hackneyed,1,9
4516,drama,1,5
4517,ounce,1,5
4518,tenants,5,7
4519,framed,1,6
4520,benares,1,7
4521,lesson,4,6
4522,bankruptcy,2,10
4523,overpower,1,9
4524,infected,1,8
4525,manifested,1,10
4526,forward,9,7
4527,invite,2,6
4528,hoped,1,5
4529,boys,9,4
4530,hopes,4,5
4531,directed,1,8
4532,rejection,1,9
4533,[5],1,3
4534,aversion,1,8
4535,possession,4,10
4536,constant,4,8
4537,metal,1,5
4538,singly,1,6
4539,deprive,2,7
4540,consulted,1,9
4541,curb,1,4
4542,omens,1,5
4543,dragging,2,8
4544,prevail,2,7
4545,denying,1,7
4546,brethren,1,8
4547,excused,1,7
4548,excuses,1,7
4549,brushing,1,8
4550,lend,1,4
4551,favourite,1,9
4552,impress,1,7
4553,prepared,3,8
4554,utterly,9,7
4555,neednt,1,6
4556,desert,3,6
4557,implies,1,7
4558,overlooking,1,11
4559,downcast,2,8
4560,responded,2,9
4561,cooked,1,6
4562,implied,1,7
4563,commoner,1,8
4564,chariot,3,7
4565,compose,1,7
4566,breaches,2,8
4567,blaze,3,5
4568,brooms,1,6
4569,pleasing,1,8
4570,reproachfully,1,13
4571,confounding,1,11
4572,rhyme,3,5
4573,agitating,1,9
4574,putting,6,7
4575,accuse,2,6
4576,arrange,1,7
4577,severely,2,8
4578,verandah,12,8
4579,uncovering,1,10
4580,shock,8,5
4581,insubordinate,1,13
4582,havent,1,6
4583,unsatisfied,1,11
4584,sacrificial,1,11
4585,bleeding,1,8
4586,crow,1,4
4587,uncomfortably,1,13
4588,rivers,1,6
4589,uncomfortable,1,13
4590,nephew,1,6
4591,grooves,1,7
4592,nests,1,5
4593,giving,17,6
4594,anthem,2,6
4595,pipes,4,5
4596,access,2,6
4597,manufactured,1,12
4598,body,17,4
4599,exchange,4,8
4600,apologetic,1,10
4601,beasts,2,6
4602,sins,4,4
4603,poise,1,5
4604,packing,2,7
4605,objects,2,7
4606,healing,1,7
4607,others,22,6
4608,resemblance,1,11
4609,widening,1,8
4610,remark,2,6
4611,stalks,2,6
4612,conceit,1,7
4613,30,1,2
4614,climb,1,5
4615,looted,2,6
4616,limp,1,4
4617,private,1,7
4618,extravagance,1,12
4619,names,5,5
4620,scandal,1,7
4621,gateway,1,7
4622,[15],1,4
4623,jests,1,5
4624,assailed,1,8
4625,trait,1,5
4626,trail,1,5
4627,train,6,5
4628,ashamed,21,7
4629,debtors,1,7
4630,tearing,2,7
4631,iii,3,3
4632,minions,1,7
4633,account,8,7
4634,pandered,1,8
4635,unreal,4,6
4636,obvious,2,7
4637,praise,9,6
4638,closing,1,7
4639,didnt,1,5
4640,fetch,3,5
4641,fringe,1,6
4642,reserved,4,8
4643,feebleness,2,10
4644,proportions,1,11
4645,bones,1,5
4646,contempt,2,8
4647,varied,1,6
4648,awkwardness,1,11
4649,holds,1,5
4650,regions,1,7
4651,lamp,8,4
4652,siddharta,2,9
4653,stock,5,5
4654,buildings,1,9
4655,de,2,2
4656,cardamom,1,8
4657,waters,4,6
4658,philosophy,3,10
4659,tresses,2,7
4660,bothered,2,8
4661,preferred,1,9
4662,fray,2,4
4663,trifling,2,8
4664,bind,3,4
4665,lines,5,5
4666,trembling,5,9
4667,chief,3,5
4668,road,8,4
4669,furious,1,7
4670,furnish,1,7
4671,nearness,1,8
4672,chotie,3,6
4673,perturbed,1,9
4674,contriving,2,10
4675,frying,1,6
4676,agricultural,1,12
4677,thyself,2,7
4678,bunch,1,5
4679,industries,3,10
4680,hypnotism,2,9
4681,decorum,1,7
4682,winning,2,7
4683,age,13,3
4684,heroism,1,7
4685,willing,1,7
4686,marsh,1,5
4687,slobbering,1,10
4688,machinations,1,12
4689,tickled,1,7
4690,greater,15,7
4691,pangs,2,5
4692,spell,10,5
4693,mention,2,7
4694,cutting,5,7
4695,day,129,3
4696,strive,1,6
4697,thrill,2,6
4698,estranged,1,9
4699,warned,2,6
4700,radiant,4,7
4701,freshness,1,9
4702,blazing,1,7
4703,disregard,2,9
4704,gazing,5,6
4705,thwart,1,6
4706,baulk,1,5
4707,empires,2,7
4708,extinguishing,1,13
4709,hedges,1,6
4710,announces,1,9
4711,wholly,3,6
4712,gravelled,1,9
4713,messenger,6,9
4714,wean,2,4
4715,gnashing,1,8
4716,fondly,1,6
4717,deceptions,1,10
4718,thereupon,1,9
4719,approached,2,10
4720,apologetically,1,14
4721,frank,3,5
4722,hanker,1,6
4723,approaches,1,10
4724,bleed,1,5
4725,turbans,1,7
4726,lakshmis,1,8
4727,deprived,5,8
4728,yarn,5,4
4729,mortal,3,6
4730,barriers,1,8
4731,retain,1,6
4732,reached,4,7
4733,owning,1,6
4734,ancient,4,7
4735,vulgar,2,6
4736,pots,1,4
4737,immovable,1,9
4738,intermediate,1,12
4739,maidens,1,7
4740,nut,2,3
4741,explanation,1,11
4742,nobody,1,6
4743,vouchsafed,3,10
4744,loved,4,5
4745,treatise,1,8
4746,flashed,7,7
4747,calamity,1,8
4748,loves,7,5
4749,lover,6,5
4750,flashes,2,7
4751,maharani,3,8
4752,tide,2,4
4753,pitiable,1,8
4754,cavern,1,6
4755,dictate,2,7
4756,throat,4,6
4757,apparently,1,10
4758,complete,3,8
4759,sayings,1,7
4760,secreted,1,8
4761,mid,3,3
4762,schoolmaster,4,12
4763,concerns,3,8
4764,longings,1,8
4765,unless,7,6
4766,hankering,2,9
4767,procure,2,7
4768,deathless,1,9
4769,eight,2,5
4770,prisoner,1,8
4771,hoodwink,1,8
4772,payment,2,7
4773,afresh,6,6
4774,enthusiastic,3,12
4775,gather,3,6
4776,request,1,7
4777,iconoclasts,1,11
4778,absurd,5,6
4779,contemptuous,1,12
4780,absorbing,1,9
4781,trustfully,1,10
4782,tearful,2,7
4783,paternal,1,8
4784,gasping,1,7
4785,lolling,1,7
4786,knowledge,2,9
4787,sparks,3,6
4788,satan,3,5
4789,fumbled,1,7
4790,regularly,1,9
4791,beat,3,4
4792,bear,26,4
4793,beam,1,4
4794,perfection,1,10
4795,calling,6,7
4796,barters,1,7
4797,fixed,6,5
4798,untrue,3,6
4799,exists,3,6
4800,national,4,8
4801,yearning,4,8
4802,greece,1,6
4803,watchfulness,1,12
4804,awaits,2,6
4805,imposition,1,10
4806,reform,2,6
4807,pattern,1,7
4808,brunt,1,5
4809,difficulties,1,12
4810,routine,1,7
4811,progress,6,8
4812,boundary,2,8
4813,smilingly,4,9
4814,sorrow,7,6
4815,deliver,4,7
4816,placidly,1,8
4817,firmness,1,8
4818,jeweller,1,8
4819,reciters,1,8
4820,asunder,3,7
4821,robberies,1,9
4822,freely,1,6
4823,taking,31,6
4824,equal,4,5
4825,fulfilled,1,9
4826,sexes,1,5
4827,swim,2,4
4828,conquered,1,9
4829,passing,8,7
4830,glorious,2,8
4831,otherwise,5,9
4832,despotically,1,12
4833,teasing,1,7
4834,beguiled,1,8
4835,laugh,15,5
4836,manhood,2,7
4837,earning,1,7
4838,pouring,5,7
4839,tremendous,3,10
4840,muddy,3,5
4841,gaze,6,4
4842,ah,11,2
4843,curtain,2,7
4844,proposal,1,8
4845,juggler,1,7
4846,arises,1,6
4847,protect,3,7
4848,assert,1,6
4849,finished,7,8
4850,tenderly,4,8
4851,bull,1,4
4852,general,1,7
4853,volunteer,1,9
4854,welcoming,1,9
4855,plain,6,5
4856,appearance,3,10
4857,value,11,5
4858,handwriting,1,11
4859,dykes,3,5
4860,almost,9,6
4861,delusion,7,8
4862,respected,1,9
4863,claimed,2,7
4864,inspector,16,9
4865,tumbled,1,7
4866,whirl,2,5
4867,untoward,1,8
4868,material,6,8
4869,shames,1,6
4870,sisters,2,7
4871,shamed,1,6
4872,nevertheless,4,12
4873,weapon,4,6
4874,overshadowed,1,12
4875,thought,42,7
4876,position,3,8
4877,creators,2,8
4878,arising,1,7
4879,meet,15,4
4880,stores,4,6
4881,sandips,30,7
4882,domestic,6,8
4883,stored,2,6
4884,protecting,1,10
4885,gongs,1,5
4886,desperadoes,1,11
4887,flee,1,4
4888,lake,4,4
4889,bench,1,5
4890,add,1,3
4891,ado,2,3
4892,match,1,5
4893,kali,2,4
4894,worlds,1,6
4895,[17],1,4
4896,amrita,1,6
4897,like,134,4
4898,success,21,7
4899,sofa,1,4
4900,admitted,1,8
4901,heed,2,4
4902,chick,1,5
4903,works,1,5
4904,soft,3,4
4905,audible,1,7
4906,airauat,1,7
4907,mahomedan,3,9
4908,hail,4,4
4909,ideals,3,6
4910,convey,1,6
4911,stuffs,2,6
4912,proper,5,6
4913,novelist,1,8
4914,happens,3,7
4915,students,1,8
4916,chains,2,6
4917,prose,3,5
4918,noise,2,5
4919,slight,3,6
4920,rangpur,2,7
4921,oiled,1,5
4922,expiry,1,6
4923,hospitable,1,10
4924,snapped,3,7
4925,simpler,2,7
4926,waving,1,6
4927,actual,3,6
4928,serviceable,1,11
4929,blessings,2,9
4930,introduced,1,10
4931,guard,7,5
4932,manifests,1,9
4933,unfashionable,1,13
4934,rushed,6,6
4935,stainless,1,9
4936,rushes,2,6
4937,bees,2,4
4938,biggest,4,7
4939,relishing,1,9
4940,ivory,2,5
4941,buy,9,3
4942,enchantment,1,11
4943,preparations,3,12
4944,rajas,1,5
4945,plague,1,6
4946,bookshelf,1,9
4947,bud,1,3
4948,misty,2,5
4949,wise,1,4
4950,glory,8,5
4951,flit,1,4
4952,minutes,2,7
4953,supreme,7,7
4954,replying,1,8
4955,pin,1,3
4956,deaths,1,6
4957,whisper,1,7
4958,measure,3,7
4959,pit,1,3
4960,proceeds,1,8
4961,dressed,3,7
4962,claiming,1,8
4963,detain,1,6
4964,redden,1,6
4965,dresses,1,7
4966,uttermost,1,9
4967,desecration,1,11
4968,mantrams,1,8
4969,draught,5,7
4970,drugging,1,8
4971,variation,1,9
4972,shrank,1,6
4973,stirred,1,7
4974,littered,1,8
4975,pupil,2,5
4976,augmented,1,9
4977,limited,2,7
4978,vermin,1,6
4979,needful,1,7
4980,sleep,11,5
4981,hating,1,6
4982,appetite,3,8
4983,hate,2,4
4984,assembled,1,9
4985,bangles,2,7
4986,pride,17,5
4987,instincts,1,9
4988,lure,1,4
4989,risk,2,4
4990,rise,4,4
4991,every,54,5
4992,sailing,1,7
4993,school,8,6
4994,[9],1,3
4995,postponing,1,10
4996,conceive,1,8
4997,delightfully,1,12
4998,enjoy,5,5
4999,veritable,1,9
5000,parted,1,6
5001,feathery,1,8
5002,infancy,1,7
5003,consistent,1,10
5004,fairness,1,8
5005,direct,2,6
5006,scribbled,2,9
5007,street,1,6
5008,emptiness,5,9
5009,shining,6,7
5010,blue,3,4
5011,lesser,2,6
5012,hide,7,4
5013,solemn,1,6
5014,revolver,1,8
5015,poison,6,6
5016,children,10,8
5017,xvii,1,4
5018,conduct,1,7
5019,supplies,1,8
5020,teachers,2,8
5021,stared,2,6
5022,hundreds,2,8
5023,beck,1,4
5024,suffusing,1,9
5025,path,21,4
5026,stares,1,6
5027,orthodoxy,2,9
5028,voice,18,5
5029,distinctness,2,12
5030,gaol,2,4
5031,leaves,9,6
5032,changed,4,7
5033,settled,3,7
5034,punishment,5,10
5035,stray,1,5
5036,visibly,1,7
5037,feelings,10,8
5038,sorrows,6,7
5039,visible,10,7
5040,would,1,5
5041,grief,2,5
5042,scrannel,1,8
5043,robbing,3,7
5044,must,220,4
5045,shoot,1,5
5046,join,5,4
5047,cheapest,1,8
5048,my,1,2
5049,quarrel,8,7
5050,estate,6,6
5051,ingenuity,1,9
5052,loosed,1,6
5053,orion,1,5
5054,times,9,5
5055,attract,2,7
5056,ceremony,4,8
5057,gilby,10,5
5058,end,33,3
5059,keen,7,4
5060,returning,2,9
5061,writers,1,7
5062,enquire,1,7
5063,gate,3,4
5064,badly,2,5
5065,description,1,11
5066,horoscope,1,9
5067,delicacy,4,8
5068,coffers,1,7
5069,demanding,1,9
5070,sparkles,1,8
5071,splendid,1,8
5072,amid,1,4
5073,hypnotic,4,8
5074,rouses,1,6
5075,ultimate,2,8
5076,enter,6,5
5077,roused,5,6
5078,executed,1,8
5079,interpretation,1,14
5080,over,2,4
5081,broomed,1,7
5082,undid,1,5
5083,glances,4,7
5084,forehead,8,8
5085,hypocrisy,1,9
5086,womanhood,6,9
5087,writing,6,7
5088,destroyed,5,9
5089,fade,3,4
5090,glanced,1,7
5091,repressed,1,9
5092,prevented,3,9
5093,bimal,28,5
5094,ripens,1,6
5095,hitherto,1,8
5096,shadows,5,7
5097,swaying,1,7
5098,quadrangle,2,10
5099,shadowy,1,7
5100,filling,3,7
5101,victory,3,7
5102,muscularity,1,11
5103,signing,1,7
5104,cloths,2,6
5105,fussing,1,7
5106,railed,1,6
5107,overcame,1,8
5108,god,39,3
5109,washed,1,6
5110,laid,7,4
5111,unabashed,1,9
5112,lain,1,4
5113,got,29,3
5114,splashed,1,8
5115,repining,1,8
5116,hang,2,4
5117,eternal,8,7
5118,free,23,4
5119,[19],1,4
5120,untruth,10,7
5121,whereupon,1,9
5122,rain,6,4
5123,wanted,37,6
5124,spendthrifts,1,12
5125,days,53,4
5126,hopeless,2,8
5127,soda,1,4
5128,inspectors,1,10
5129,rang,4,4
5130,already,8,7
5131,frantic,4,7
5132,rani,84,4
5133,rank,3,4
5134,lovable,1,7
5135,fantasy,1,7
5136,awoke,1,5
5137,scissors,1,8
5138,bandaged,1,8
5139,traitorous,2,10
5140,toy,1,3
5141,sarcasm,1,7
5142,top,4,3
5143,heights,2,7
5144,flippant,1,8
5145,wildly,3,6
5146,unbroken,1,8
5147,reparation,1,10
5148,serve,10,5
5149,took,46,4
5150,western,1,7
5151,abated,1,6
5152,frankly,3,7
5153,classes,1,7
5154,flame,12,5
5155,possessed,4,9
5156,rag,1,3
5157,fashion,3,7
5158,handkerchief,5,12
5159,amiels,2,6
5160,talking,2,7
5161,advising,1,8
5162,rap,1,3
5163,regulate,1,8
5164,scriptures,2,10
5165,thoroughly,3,10
5166,thorough,2,8
5167,upholding,1,9
5168,laughed,6,7
5169,rider,2,5
5170,though,36,6
5171,humbly,1,6
5172,glimpses,2,8
5173,plenty,7,6
5174,unmeasured,1,10
5175,parting,4,7
5176,glow,2,4
5177,partition,1,9
5178,flow,3,4
5179,rupees,29,6
5180,entertaining,1,12
5181,chakravartis,4,12
5182,sanctuary,1,9
5183,alight,1,6
5184,queen,43,5
5185,earth,26,5
5186,peddle,1,6
5187,adoration,2,9
5188,spite,9,5
5189,refreshment,1,11
5190,disgust,5,7
5191,gods,27,4
5192,lodge,1,5
5193,announce,2,8
5194,borrowed,1,8
5195,rinsing,1,7
5196,asoka,1,5
5197,watch,6,5
5198,shutting,2,8
5199,blenched,1,8
5200,wedding,5,7
5201,report,1,6
5202,knocks,1,6
5203,fabrics,1,7
5204,beads,1,5
5205,overbearing,1,11
5206,countries,4,9
5207,anxiously,1,9
5208,collusion,1,9
5209,twice,2,5
5210,fragrant,1,8
5211,penance,2,7
5212,swept,7,5
5213,habit,9,5
5214,liquor,4,6
5215,sharpens,1,8
5216,resist,4,6
5217,maharaja,18,8
5218,bed,14,3
5219,byword,1,6
5220,capacity,1,8
5221,temptation,1,10
5222,homoeopathic,1,12
5223,continually,6,11
5224,grandmother,8,11
5225,mud,2,3
5226,catalogue,1,9
5227,bestride,1,8
5228,finger,2,6
5229,approach,1,8
5230,discovery,2,9
5231,confusion,1,9
5232,incarnation,1,11
5233,weak,17,4
5234,however,28,7
5235,wear,6,4
5236,news,11,4
5237,cashiers,1,8
5238,drowsy,1,6
5239,faced,2,5
5240,goddess,28,7
5241,fault,6,5
5242,chandeliers,1,11
5243,faces,1,5
5244,expense,1,7
5245,vexed,2,5
5246,epidemic,1,8
5247,maudlin,1,7
5248,majestic,2,8
5249,trust,10,5
5250,staggering,1,10
5251,aback,2,5
5252,countrys,10,8
5253,quickly,1,7
5254,confident,3,9
5255,badshahs,1,8
5256,belongs,8,7
5257,communion,2,9
5258,expected,2,8
5259,glided,1,6
5260,enterprises,1,11
5261,craft,1,5
5262,catch,5,5
5263,xxi,1,3
5264,strangest,1,9
5265,watercourse,1,11
5266,cracked,1,7
5267,purifying,1,9
5268,expenses,2,8
5269,experience,2,10
5270,childhoods,1,10
5271,wound,8,5
5272,beside,2,6
5273,drawback,2,8
5274,snivelling,1,10
5275,several,1,7
5276,harming,1,7
5277,mistiness,1,9
5278,lusts,1,5
5279,pick,1,4
5280,springtime,2,10
5281,greeted,1,7
5282,unyielding,1,10
5283,insisted,5,8
5284,rearranged,1,10
5285,forceful,2,8
5286,ocean,4,5
5287,savings,1,7
5288,greatest,9,8
5289,incapable,2,9
5290,mother,48,6
5291,hearts,18,6
5292,departed,1,8
5293,proposed,1,8
5294,worthier,1,8
5295,followed,6,8
5296,scattering,1,10
5297,propitiate,1,10
5298,vibration,1,9
5299,pharmacy,1,8
5300,apart,4,5
5301,humanity,7,8
5302,gave,19,4
5303,actresses,1,9
5304,bandy,1,5
5305,casting,3,7
5306,breaks,5,6
5307,quicksand,1,9
5308,judge,3,5
5309,burns,3,5
5310,burnt,10,5
5311,scruple,1,7
5312,advanced,1,8
5313,bande,38,5
5314,melting,2,7
5315,intertwined,1,11
5316,gift,14,4
5317,zeal,1,4
5318,hunt,2,4
5319,flaps,1,5
5320,satiated,1,8
5321,proudly,2,7
5322,clubs,1,5
5323,escape,9,6
5324,advertise,1,9
5325,intellect,1,9
5326,establish,1,9
5327,mystified,2,9
5328,everything,22,10
5329,icy,1,3
5330,loins,1,5
5331,mosquito,1,8
